content,score,label,word_count,clean_text
"Rungguru adalah bimbel online yang sangat bagus untuk anak penerus bangsa, didalamnya juga terdapat banyak fitur dengan cara belajar yang tidak membosankan dan bisa dilakukan dimana saja",5,Positif,27,rungguru bimbel online bagus anak terus bangsa dalam fitur ajar bosan mana
Knp gak ada versi SMK?,1,Negatif,5,knp gak versi smk
Maaf kak saya mau masuk lewat akun facebook saya tapi kenapa nggak bisa padahal sudah dimasukin nomer telpon dan kata sandi facebook Jadi bisa kasih bintang satu ajah,1,Negatif,28,maaf kak masuk akun facebook nggak dimasukin nomer telpon sandi facebook kasih bintang ajah
WAH INI BAGUS SEKALII APK NYA!,5,Positif,6,bagus sekali apk
Iisshh betul banget  Ini sangat membantu untuk belajar.,5,Positif,8,iisshh banget bantu ajar
Sayang bgt buat SMK BLUM lengkap jurusan aku ajh ga ada padahl kirain jurusan tentang Desain pemodelain bangunan gtu ada teryta egak,1,Negatif,22,sayang bgt smk blum lengkap jurus ajh ga padahl kirain jurus desain pemodelain bangun gtu teryta egak
Woy Jangan Rakus Napa Emangnya Tivi Itu Punya Nenek Moyang Lo Gue Jadi Ketinggalan Film Ksukaan Gue Anj**g,1,Negatif,18,woy rakus napa emang tivi nenek moyang lo gue tinggal film ksukaan gue anjg
kok tidak bisa dibuka ya? tolong di bantu,2,Negatif,8,buka tolong bantu
dulu bodoh menjadi pintar,5,Positif,4,bodoh pintar
jelek ini buang kouta aj benerin ya aplikasi ny,1,Negatif,9,jelek buang kouta aj benerin ny
Puji Tuhan Bermanfaat bgt. Thanks yah👏👏😇😁,5,Positif,6,puji tuhan manfaat bgt thanks yah
Terimakasih ruang guru berkatmu aku tmbh goblog :) #nggakmaukasibintang,1,Negatif,9,terimakasih ruang guru berkat tmbh goblog
TOLONG JANGAN MUNCUL DI TV GW SUSAH NONTON SEMUA RUANG GURU KAPAN GW NONTON YANG LAIN,1,Negatif,16,tolong muncul tv gw susah nonton ruang guru gw nonton
Maaf apa ngk dikurangin aja penyimpanannya soalnya ruang penyimpanan saya jadi penuh.,2,Negatif,12,maaf ngk rangin simpan ruang simpan penuh
Asu! Nomor handphonenya aku tau tapi kenpa gak bisa!!!!! Benci sekali!!!!! Asu kaya bangset!! 😬😬,1,Negatif,15,asu nomor handphonenya tau kenpa gak benci asu kaya bangset
Terimakasih Ruangguru 🥰Sangatt membantu!🥰,5,Positif,4,terimakasih sangatt bantu
Kak apakah ini untuk sd juga kah?,2,Negatif,7,kak sd kah
Bagus banget saya bisa belajar di rumah aja selama covid 19 Makasih Ruang guru😃,5,Positif,14,bagus banget ajar rumah covid makasih ruang guru
Terima kash ruang guru,5,Positif,4,terima kash ruang guru
"Terima kasih aplikasinya bagus,ayo temen"" langganan ruang guru tus masukin kode AYUBUPKQOI buat kamu yang mau dapet diskon dan pulsa kan lumayan😁",5,Positif,22,terima kasih aplikasi bagusayo temen langgan ruang guru tus masukin kode ayubupkqoi dapet diskon pulsa lumayan
Baguss bangett aku jdi juara😊 Terimakasih ruang guru,5,Positif,8,baguss bangett jdi juara terimakasih ruang guru
Kalau Paket UMUM itu Untuk Kuliah atau Untuk Semuanya Mohon Dijawab pliss😊,5,Positif,12,paket kuliah mohon pliss
"sebelum saya belajar di ruangguru nilai saya 100 semua tapi setelah saya belajar di ruangguru nilai saya drop menjadi 56,45,67,55 dan saya punya saran buat ruangguru 1 tolong ruang guru digratisin",1,Negatif,31,ajar nilai ajar nilai drop saran tolong ruang guru digratisin
Yuk download ruang guru ☁😘😘☁😘😘☁ 😘😘😘😘😘😘😘 😘😘😘😘😘😘😘 ☁😘😘😘😘😘☁ ☁☁😘😘😘☁☁ ☁☁☁😘☁☁☁,5,Positif,10,yuk download ruang guru
"saya sudah berlangganan tapi video nya gabisa dibuka,padahal koneksi internet juga bagus tolong dong diperbaiki",1,Negatif,15,langgan video gabisa dibukapadahal koneksi internet bagus tolong baik
Hai saya angga aplikasi ini sangat membuat sy bingung😠😬bagaimana cara supaya paham saya ini,1,Negatif,14,hai angga sy bingungbagaimana paham
Biaya masuk nya mahal amat ya,2,Negatif,6,biaya masuk mahal
"Ya aplikasunya bagus walu agak sulit login karna saya lupa sandi ,dan entah mengapa saya belum langganan tapi bisa memutar vidio nya",5,Positif,22,aplikasunya bagus walu sulit login karna lupa sandi langgan putar vidio
Saya awalnya tdk mau tapi Disuryh kakak saya saya males,1,Negatif,10,tdk disuryh kakak males
"Mnurut sya bagus ,dan bisa tmbhn bljr di rmh",1,Negatif,9,mnurut sya bagus tmbhn bljr rmh
makasihnya ruangguru karna ruangguru sangattttt bagussssss deh🙏🙏🙏👍👍👍👍,5,Positif,7,makasihnya karna sangattttt bagussssss deh
Saya suka banget sama apl ini jadi saya dapat SMP faforit saya dan saya menonton di TV kalo ruang guru ini sanagat mendidik jadi saya coba Doanload👍,5,Positif,27,suka banget apl smp faforit tonton tv kalo ruang guru sanagat didik coba doanload
Lain soal yang di cari lain yang muncul ga jelas!,1,Negatif,10,cari muncul ga
"untuk aplikasi dengan title ""bimbel no1 di indo"" masi sangat buruk, banyak bgt errornya",1,Negatif,14,title bimbel no indo mas buruk bgt errornya
"Tolong dong ruang guru bagi yg belom berlangganan videonya jgn terlalu banyak yg di kunci biar negara maju, Kouta ajh udah susah belinya apalagi buat langganan tolong dong video gratisannya banyakin terimakasih semoga cepet di respon soalnya saya download aplikasinya jadi gabut doang",1,Negatif,43,tolong ruang guru bom langgan video jgn kunci biar negara maju kouta ajh udah susah beli langgan tolong video gratis banyakin terimakasih moga cepet respon download aplikasi gabut doang
Senagnya bisa belajar di ruang guru／bimbel onlline,5,Positif,7,senagnya ajar ruang gurubimbel onlline
Pasang iklan jangan BANYAK². Udah itu aja.,2,Negatif,7,pasang iklan banyak udah
setelah saya mengikuti ruang guru saya bisa mengikuti berbagai macam olimpiade dan akhirnya saya bisa juara terima kasih ruang guru,5,Positif,20,ikut ruang guru ikut olimpiade juara terima kasih ruang guru
aplikasinya bagus aku suka,5,Positif,4,aplikasi bagus suka
"Ruang guru ini penipuan,saya telah membagikan kode refeeral saya ke teman saya,tapi saya masih belum mendapat pulsa,penipuan ajg",1,Negatif,18,ruang guru penipuansaya bagi kode refeeral teman sayatapi pulsapenipuan ajg
Kk ini bayar apa ❓enggak yh kk,2,Negatif,7,kk bayar yh kk
saya senang sekali memakai app ruang guru. tadinya nilai ulangan saya tidak pernah diatas 6 akhirnya setelah belajar di ruang guru saya kaget karna ulangan fisika saya mendapat nilai 100😭,5,Positif,30,senang pakai app ruang guru nilai ulang atas ajar ruang guru kaget karna ulang fisika nilai
Apl ini sangat berguna,5,Positif,4,apl guna
BELLARWCCML pke kodenya dapat diskon,5,Positif,5,bellarwccml pke kode diskon
Bagusss bangett terimakasih ruang guru memotivasi aku untuk belajar dengan lebih giat aku mudah mengerti setiap materi yang di sampaikan oleh kakak-kakak ruang guru,5,Positif,24,bagusss bangett terimakasih ruang guru motivasi ajar giat mudah erti materi kakakkakak ruang guru
"Bolehkah aplikasi ini gk pakai bayar uang tunai,ttp jika pakai bayar aku akan uninstal.",1,Negatif,14,gk pakai bayar uang tunaittp pakai bayar uninstal
"Anak sy Gloryo Radjani Anugrahno kls 8 SMP N 3 Tenggarong Kutai Kartanegara Kaltim , setelah 1 semester yg lalu ikut Ruangguru, Puji Tuhan nilainya lumayan bagus, Matematika 88, 84, B.Indonesia 85, semoga di semester mendatang akan lebih baik .. trimakasih ruangguru....",1,Negatif,42,anak sy gloryo radjani anugrahno kls smp n tenggarong kuta kartanegara kaltim semester puji tuhan nilai lumayan bagus matematika bindonesia moga semester trimakasih
ruang guru paling sadap,2,Negatif,4,ruang guru sadap
Tau aja kalau mau uts :v,5,Positif,6,tau uts v
"halo Nama aku Hilda semenjak pake Ruanggguru matematika ku jadi 99,90 100 terima kasih Ruangguru...",5,Positif,15,halo nama hilda semenjak pake ruanggguru matematika ku terima kasih
kirain aku kaga bayar /EH TERNYATA&TERNYATA *BAYAR*!,1,Negatif,7,kirain kaga bayar eh ternyataternyata bayar
Keren dan gak bosen.membantu,5,Positif,4,keren gak bosenmembantu
Kok gk bs .. gw pnya code diskon tp gk bs,2,Negatif,11,gk bs gw pnya code diskon tp gk bs
"saya waktu semester 1 nilai ulangan MTK saya 50 sekarang nilai ulangan MTK saya 80 mendingan karena saya sering buka""dan baca"" materi yg ada diruangguru ILike❤❤❤",5,Positif,26,semester nilai ulang mtk nilai ulang mtk mending bukadan baca materi diruangguru ilike
jadi bisa menambah ilmu,5,Positif,4,tambah ilmu
cuk mending quiper soalnya dulu pernah booming tahun 2012~2013 cuk,1,Negatif,10,cuk mending quiper booming cuk
Aplikasi nya bagus cocok banget buat belajar,5,Positif,7,bagus cocok banget ajar
Maaf ka ko inih ega bisa si gimana cara nya 😠,1,Negatif,11,maaf ka ko inih ega si gimana
ah noob lah gak bisa disambung kan ke tv merusak mata,2,Negatif,11,ah noob gak sambung tv rusak mata
"Mohon diperbaiki, sejak update tgl 27 okt 2020, tidak bisa memutar video, padahal saya berbayar",1,Negatif,15,mohon baik update tgl okt putar video bayar
Saya suka apk ini terima kasih ruang guru jadi saya bisa belajar dengan baik,5,Positif,14,suka apk terima kasih ruang guru ajar
"dengan video animasi yg lucu , itu bisa mempermudah seorang siswa dalam memahami apa yg dijelaskan oleh ruang guru , serta beberapa soal* yg bisa digunakan untuk mengetahui sampai dimanakah kemampuan kita dalam mengerjakan soal😊",5,Positif,35,video animasi lucu mudah siswa paham ruang guru mana mampu
Aplikasi ruang guru emang top,5,Positif,5,ruang guru emang top
Omg gg dulu nilai matematika ku 60 75 70 sekarang jadi 90 95 100 terimakasih brainly,1,Negatif,16,omg gg nilai matematika ku terimakasih brainly
"video ruangbelajar nya sering load lamaa banget, udah nyoba di ruangguru web tp tetep aja lag. gmn ni, tolong diperbaiki dan ditingkatkan lagi ya min!",2,Negatif,25,video ruangbelajar load lamaa banget udah nyoba web tp tetep lag gmn ni tolong baik tingkat min
Kepada aplikasi ruangguru. Saya saran gak jangan ke banyakan update nanti ukuran aplikasi nya tambah besar. Dan tidak ada pengguna atau pengguna nya berkurang,5,Positif,24,saran gak banyak update ukur guna guna kurang
Aplikasi rusak di pake try out Gk Bisa Liat hasil taek,1,Negatif,11,rusak pake try out gk liat hasil taek
hebat nilai saya menjadi lebih tinggi,5,Positif,6,hebat nilai
Kok gk bisa di donlod sih.....kesel ngabisin kouta aja!tolong di benerin ya....admin ruang guru!,1,Negatif,14,gk donlod sihkesel ngabisin kouta ajatolong benerin yaadmin ruang guru
Terima kasih telah membantu saya agar mudah belajar,5,Positif,8,terima kasih bantu mudah ajar
Dengan adanya pembelajaran seperti ini saya sangat terbantu Terimakasih Ruangguru,5,Positif,10,ajar bantu terimakasih
Kemarin download berhasil n bisa di pakai cuma 1 hari doang.. Sekarang ud gak bisa masuk/daftar gagal mulu..,1,Negatif,18,kemarin download hasil n pakai doang ud gak masukdaftar gagal mulu
"Senang belajar di ruang guru... Sebelum anakku dapat materi dari guru, aku bisa belajar dengan anakku dengan metode belajar yang mudah difahami dan di mengerti.. Is the best pokoknya",5,Positif,29,senang ajar ruang guru anak materi guru ajar anak metode ajar mudah difahami erti is the best pokok
Saya dapat nilai mtk 40 50 dan 60.waktu saya lihat komen aplikasi ruang guru bagus benget.waktu selesai downlod saya mendapatkan nilai mtk 80 90 dan100 makasih ruang guru aplikasi ini.dan belajarnya 100% extra mantappppppp,5,Positif,34,nilai mtk lihat komen ruang guru bagus bengetwaktu selesai downlod nilai mtk makasih ruang guru inidan ajar extra mantappppppp
"kok setelah diperbarui gabisa di buka ya, padahal udah langganan",2,Negatif,10,baru gabisa buka udah langgan
"Terimakasih kakkk... Dari saya belajar hari pertama saja sudah menyenangkan dan mendapat nilai bagus langsung... Hari pertama pelajarannya saya mendapat nilai ulangan 95 karna ruang guru, sebelumnya aja biasanya 70-75.... Terimakasih tuk Ruang guru sudah diberi diskon 55%... Videonya menarik, harganya lebih murah daripada les yang lainnya dan lebih simple belajarnya... Dari pada main hp terus untuk game mending belajar ruang guru pasti g nyesel.... Trimss Ruang guru...... Download sekarang.....",5,Positif,70,terimakasih kakkk ajar senang nilai bagus langsung ajar nilai ulang karna ruang guru terimakasih tuk ruang guru diskon video tarik harga murah les simple ajar main hp game mending ajar ruang guru g nyesel trimss ruang guru download
Tidak bagus tapi bagus,1,Negatif,4,bagus bagus
"Ambil paket pelatihan guru smp sdh bayar, eh trnyata paket ga tersedia tanpa ada pemberitahuan, malah dialihkan ke paket 7-8-9. Lain kali kalo paket blm tersedia baiknya ada notifikasi sblm orang ambil paket nya. krn lumayan dgn harga segitu udah trf dan paket ga tersedia jd merugikan dan mengecewakan konsumen.",1,Negatif,50,ambil paket latih guru smp sdh bayar eh trnyata paket ga sedia pemberitahuan alih paket kali kalo paket blm sedia baik notifikasi sblm orang ambil paket krn lumayan dgn harga segitu udah trf paket ga sedia jd rugi kecewa konsumen
Ruang guru bisa membuat ku lebih pintar terima kasih ruang guru,5,Positif,11,ruang guru ku pintar terima kasih ruang guru
Kk aku bileh nanya gak aku harus bayar juga,2,Negatif,9,kk bileh nanya gak bayar
"Assalamuakaikum, kak kenapa ya video yang sudah di download susah baget di putar. kalau mau diputar pasti gini ""mohon tunggu. kami sedang mempersiapkan pelajaran kamu .."" tapi aku udah tunggu tunggu eh malah ga bisa. cara ngatasi nya gimana nih, aku udah bayar mahal mahal loh. mohon responnya secepat mungkin kak!!",2,Negatif,51,assalamuakaikum kak video download susah baget putar putar gin mohon tunggu ajar udah tunggu tunggu eh ga ngatasi gimana nih udah bayar mahal mahal loh mohon responnya cepat kak
Aplikasi ruang guru ini membantu saya untuk belajar,5,Positif,8,ruang guru bantu ajar
Bagus apaan orang ruang gurunya sering eror gabisa dibuka,1,Negatif,9,bagus orang ruang guru eror gabisa buka
"bagaimana cara pake nya? begitu di download ga kebuka menu apa"", aneh. :(",1,Negatif,13,pake download ga buka menu aneh
Saya sangat kecewa masa saya nanya robo guru soalnya sudah benar masa jawabanya salah memang ruang guru aplikasi mengecewakan banget katnya bibil lebih bagus zenius dari pada ruang guru ruang guru gak danta,1,Negatif,33,kecewa nanya robo guru jawabanya salah ruang guru kecewa banget katnya bibil bagus zenius ruang guru ruang guru gak danta
Maaf saya cuman kasih bintang⭐⭐⭐ karena saya tidak tau aplikasi ini ini bayar gak ya,2,Negatif,15,maaf cuman kasih bintang tau bayar gak
"PENAWARAN DI WHAT UP NGEGANGGU BANGET , BAHKAN KAYAK SETIAP 1JAM PASTI ADA YANG CHAT , BAHKAN SAMPAI BERPULUH PULUH NOMOR 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,Negatif,22,tawar what up ngeganggu banget kayak jam chat puluh puluh nomor
Selain kelas untuk persiapan STAN. Sebaiknya diperadakan juga untuk persiapan STIS.,4,Positif,11,kelas siap stan perada siap stis
hai ini bagus sekali membantu saya untuk lebih baik terimah kasih ruang guru,5,Positif,13,hai bagus bantu terimah kasih ruang guru
Maaf Ruangguru apakah ini untuk kelas SD jg bisa dan dimulai dikelas berapa ?,2,Negatif,14,maaf kelas sd jg kelas
Ruang guru adalah aplikasi terbaik yg pernah ada sy sgt suka dengan aplikasi ini top bgt juara buat aplikasi ini,5,Positif,20,ruang guru baik sy sgt suka top bgt juara
Sangat bermanfaat untuk menambah wawasan baru,5,Positif,6,manfaat tambah wawas
Burik amat apknya saya gak suka belajar,1,Negatif,7,burik apknya gak suka ajar
Memper mudah belajar saya,5,Positif,4,memper mudah ajar
Saya suka aplikasi nya,5,Positif,4,suka
Ka kannanti ganti menteri pendidikkan kalo yang peketnya 1-5 gimanatuh?,5,Positif,10,ka kannanti ganti menteri didik kalo peketnya gimanatuh
Mau nanya sama ruang guru kok yang ROBO GURU kok ada yang PEMBAHASAN ada yang enggak ANEHHH tolong diperbaiki ROBOGURU nya 🙏🙏,1,Negatif,22,nanya ruang guru robo guru bahas anehhh tolong baik roboguru
Mungkin bags applikasi Ruangguru ya kalau bias aku MAU pakek untuk. Nilai aku lebih tinggi daring kawan kawan. Kalu aku dapat nilai tinggi aku kasi bintang 5 dpain ya👩🏻‍🎓👩🏻‍🎓👩🏻‍🎓👍👍👍👍👍🏫🏫🏫🏫 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,2,Negatif,30,bags applikasi bias pakek nilai daring kawan kawan kalu nilai kasi bintang dpain
Syg nya harus bayar .. Jadi susah dehhh😐,1,Negatif,8,syg bayar susah dehhh
"Hallo saya suka sekali dengan apk ruang guru ini tapi masalah langganan nya kn susah bayar nya gk semua bisa bayr di atm,bank,atau alfamart dan sejenis nya coba ajha ada langganan murah dan bayar nya pakai pulsa",4,Positif,37,hallo suka apk ruang guru langgan kn susah bayar gk bayr atmbankatau alfamart jenis coba ajha langgan murah bayar pakai pulsa
kok aku pas masuk ada bacaan ruang guru doang nunggu lama gak masuk masuk,1,Negatif,14,pas masuk baca ruang guru doang nunggu gak masuk masuk
"Waktu make layanan roboguru,foto soal yg saya kirim itu jelas/tidak blur. Tapi kenapa ad tulisan foto tidak jelas:( tolong diperbaiki ya:)",2,Negatif,21,make layan robogurufoto kirim jelastidak blur ad tulis foto tolong baik
Terimakasih pembelajarannya yang sangat bermanfaat,5,Positif,5,terimakasih ajar manfaat
"Iklan lu rusuh bat si asu pant8 lah, Brainly the best",1,Negatif,11,iklan lu rusuh bat si asu pant brainly the best
"Assalamualaikum, selamat siang .. Ka saya kan berlangganan ruangbelajar trs 
sudah bayar tapi ko ga dikonfirmasi konfirmasi yah ka sedangkan teman saya 
yg baru berlangganan sudah dikonfirmasi Tolong dijawab ka biar ada solusinya",2,Negatif,33,assalamualaikum selamat siang ka langgan ruangbelajar trs bayar ko ga konfirmasi konfirmasi yah ka teman langgan konfirmasi tolong ka biar solusi
"Tolong dong, adain juga kuliah online di ruang guru, jadi aku bisa ikutan ruang guru",5,Positif,15,tolong adain kuliah online ruang guru ikut ruang guru
"Baguss banget, emang ajibb bgt si lebih jadi simple belajar",5,Positif,10,baguss banget emang ajibb bgt si simple ajar
"Ikan hiu makan tomat, ruanh guru oke amat.",5,Positif,8,ikan hiu makan tomat ruanh guru oke
bintang. 2 Scrie : 8,2,Negatif,5,bintang scrie
"Senang sekali berlangganan di ruang guru,,,semenjak saya belajar diruang guru,,,nilai² saya jadi naik,,, nilai UTS juga memuaskan,,, terima kasih ruang guru,,😊😊😊",5,Positif,21,senang langgan ruang gurusemenjak ajar ruang gurunilai nilai uts muas terima kasih ruang guru
"Kak tolong di lengkapi lagi ya ruang belajarnya soalnya di kelas 7,8,9 itu belajarnya gak ada ipa,pkn, ya kak itu aja saran saya",2,Negatif,23,kak tolong lengkap ruang ajar kelas ajar gak ipapkn kak saran
Enak dipake buat belajar. gua langsung mengerti pelajaran yang gua gak bisa,5,Positif,12,enak dipake ajar gua langsung erti ajar gua gak
Hai! Ruang guru trmksh pas sabtu kmrnnya Ruang guru dtng ke SMP N 1 CILEDUG suka bngt sm aplikasi ini sngt membantu🙏😍,5,Positif,22,hai ruang guru trmksh pas sabtu kmrnnya ruang guru dtng smp n ciledug suka bngt sm sngt bantu
"Terimah kasih ruang guru ,aplikasi nya indah dan terimah kasih juga kk christian yang udah datwng di ekolah kita",5,Positif,19,terimah kasih ruang guru indah terimah kasih kk christian udah datwng ekolah
kak aku kelas 11 IPA kami pake kurikulum k13revisi tapi koq materinya beda yah sama yg di aplikasi?? terus pas aku search di atas kanan pojok materinya tidak di temukan kk,1,Negatif,31,kak kelas ipa pake kurikulum krevisi koq materi beda yah pas search kanan pojok materi temu kk
Apk yang sagat agu,1,Negatif,4,apk sagat agu
ruang guru memberi kita ilmu walau kita belajar di henphon,5,Positif,10,ruang guru ilmu ajar henphon
"Ruang guru merupakan lembaga terbaik terpercaya dan berkualitas menurut saya, karena di Apk ini memudahkan saya dalam proses pembelajaran. Good job ruang guru!",5,Positif,23,ruang guru lembaga baik percaya kualitas apk mudah proses ajar good job ruang guru
Ohh. Rung guru degan ruang guru ini semester 1 dan 2 saya medpt reking kls peringgkt 1 mulu mkisi ruang gru,5,Positif,21,ohh rung guru degan ruang guru semester medpt reking kls peringgkt mulu mkisi ruang gru
"Kak tolong video rangkuman materi yg sbmptn soshum cepat di perbaharui. Karena ini udah masuk desember, utbk juga udh deket. Biar gk buang buang waktu. Nanti kalo udh di update aku ubah deh bintangnya.",1,Negatif,34,kak tolong video rangkum materi sbmptn soshum cepat baharu udah masuk desember utbk udh deket biar gk buang buang kalo udh update ubah deh bintang
Wah bagus banget video pembelajarannya,5,Positif,5,bagus banget video ajar
"tolong dongg ruangguru ada khusus bahasa asingnya seperti inggris,korea,jepang dan sbgnya:((",2,Negatif,11,tolong dongg khusus bahasa asing inggriskoreajepang sbgnya
"Aplikasi pembohong,, hanya orang punya duit yg bisa belajar. Harus berlangganan perbulan kena biaya. Astagfirullah",1,Negatif,15,bohong orang duit ajar langgan bulan kena biaya astagfirullah
Sangat mengerti materi yang diberikan,5,Positif,5,erti materi
awal nya 11 mapel simak ui eh ga sampe seminggu tb tb sisa 3 pas di chet admin ga di balas apk scam JANGAN MAU BELAJAR DI SINJ SCAMMM ADMIN SENGAJA GA BALAS ANEHHH PLISS JANGAN PLISS MENDING BIMBLE LANGSUNG,1,Negatif,40,mapel simak ui eh ga sampe minggu tb tb sisa pas chet admin ga balas apk scam ajar sinj scammm admin sengaja ga balas anehhh pliss pliss mending bimble langsung
Gak ada pelajaran pkn di KELAS 12 TOLONG TAMBAHIN..,2,Negatif,9,gak ajar pkn kelas tolong tambahin
Aku paling seneng karo aplikasi iki.,5,Positif,6,neng karo iki
sangat bermanfaat dan berguna,5,Positif,4,manfaat guna
AQU MAU DONLOD RUANG GURU BIAR AQU PINTER KAYAK JES NO LIMIDD AW AW AW,5,Positif,15,aqu donlod ruang guru biar aqu pinter kayak jes no limidd aw aw aw
subhanallah aplikasinya baguss batt jadi tambah semngatt belajarr,5,Positif,8,subhanallah aplikasi baguss batt semngatt belajarr
Kok tiap di buka ruangguru tidak menanggapi,1,Negatif,7,buka tanggap
"Makasih, berhasil pake kode voucher gitasavipa 🙌",5,Positif,7,makasih hasil pake kode voucher gitasavipa
Mau tanya ini apk nya berbayar ngga ya,1,Negatif,8,apk bayar ngga
Dear RUANG GURU knpa sihh Tiap promosi harus ditampilkan di Channel Tv???Takut nggk ada yg Respon iyah? Sampe² Semua Channel Tv di Ambil alih buat nayangin Promosi kalian?😊Gini Ya Uwoee!!Kali² lah Jangan RUANG GURU yg ditampil in.Iya tau Elu Udah Sukses.Tapi ya jangan On Time Di Tv lah.Buktinya kmren GARENA Lagi ngadain Epick Combat Besar besar an Juga kaga ditayangin DiTv😒,1,Negatif,61,dear ruang guru knpa sihh promosi tampil channel tvtakut nggk respon iyah sampe channel tv ambil alih nayangin promosi kaliangini uwoeekali ruang guru tampil iniya tau elu udah suksestapi on time tv lahbuktinya kmren garena ngadain epick combat an kaga ditayangin ditv
Saya Ibnu sabilillah munaf sebagai peserta skill akademi prakerja sangat puas atas penjelasan yg padat dan jelas sehingga menambah ilmu,5,Positif,20,ibnu sabilillah munaf serta skill akademi prakerja puas jelas padat tambah ilmu
Bercanda kak tpi tetp tak kasih bintang 1 ya,1,Negatif,9,canda kak tpi tetp kasih bintang
Aku suka banget sama ruang guru. Membantu banget dalam pelajaran Tetap semamgat ya ruang guru 😊💪,5,Positif,16,suka banget ruang guru bantu banget ajar semamgat ruang guru
"Wah ini sungguh luar biasa loh,,dan di pngertiinnya gampang",5,Positif,9,sungguh lohdan pngertiinnya gampang
"Bagus banget,,,yang awalnya nilai mtk ku 20-40 sekarang jadi sering 90 ,,terimakasih ruang guru",5,Positif,14,bagus bangetyang nilai mtk ku terimakasih ruang guru
Bagus sih tapi apa pembagian uang nya di acara tadi malem masih berlaku aku sangat membutuhkan,5,Positif,16,bagus bagi uang acara malem laku butuh
"Haloo kak, sebelumnya saya berlangganan Ruangguru 2 tahun dan tidak ada masalah. Namun ini kenapa tiba-tiba saya keluar akun ya? Saya juga tidak bisa login kembali memakai email. Terdapat tulisan ""Periksa kembali koneksi internet kamu"" padahal sinyal saya lancar² saja :(",1,Negatif,41,haloo kak langgan tibatiba akun login pakai email tulis periksa koneksi internet sinyal lancar
Kanapa anda hey ruang guru mengganggu bangsa Indonesia lewat tv saya mau liat tv kok ada anda pengganggu bangsa,1,Negatif,19,kanapa hey ruang guru ganggu bangsa indonesia tv liat tv ganggu bangsa
Download ini gara gara suruh ikut to(try out) doang abis itu saya uninstall aja gak guna ini apk,1,Negatif,18,download gara gara suruh totry out doang abis uninstall gak apk
hai kak dengan aplikasi ini aku dapat nilai terbaik,5,Positif,9,hai kak nilai baik
"Woy ajig klo mau tayang di tv yah jan kebanyakan gblk kan gw pen nonton Spongebob, udh di gtv ada di rcti ada mnc ada ajig, tayang dimana mana ruang guru pen bangkrut ya?",1,Negatif,34,woy ajig klo tayang tv yah jan banyak gblk gw pen nonton spongebob udh gtv rcti mnc ajig tayang mana ruang guru pen bangkrut
Sungguh tidk membantu Percuma saya dondlowad ini Tapiii...GK bergunaaaaaa bangettt Aku jadi bosen blur di ruang guru yg Jeleek katanya gratis ehhhhhhhhyh......h.hh.h.h..hh.g..hg.g..gh kok disuruh bayar semua sih kakkkkk!!,1,Negatif,28,sungguh tidk bantu dondlowad tapiiigk bergunaaaaaa bangettt bosen blur ruang guru jeleek gratis ehhhhhhhhyhhhhhhhhghgggh suruh bayar kakkkkk
Materi yang di ajarkan guru di sekolah sulit di mengerti kalau di ruangguru cepat dimengerti,5,Positif,15,materi ajar guru sekolah sulit erti cepat erti
"Saya suka ruang guru,karena ruang guru sy cepat mngerti",5,Positif,9,suka ruang gurukarena ruang guru sy cepat mngerti
omgg saya dapat mengerjakan ujian MTK dengan baik,5,Positif,8,omgg uji mtk
Bagus banget mksh ruang guru,4,Positif,5,bagus banget mksh ruang guru
"WOI JANGAN BAJAK TV GW,MAU NONTON SPONGBOB GA BISA",1,Negatif,9,woi bajak tv gwmau nonton spongbob ga
konfirmasi pembayaran sangat lama,1,Negatif,4,konfirmasi bayar
"kok bayarnya mahal banget sih?, orang tua ku sampe ga mau",2,Negatif,11,bayar mahal banget orang tua ku sampe ga
Assalamu'alaikum wr wb Kak kenapa ya vidionya nggak bisa kebuka padahal jaringan internetnya bagus dan aplikasi ruang gurunya udah saya update . Saya udah coba berkali kali kok tetep nggak bisa kebuka,2,Negatif,32,assalamualaikum wr wb kak vidionya nggak buka jaring internetnya bagus ruang guru udah update udah coba kali kali tetep nggak buka
"Malam kak...punya sy g bs diinstal kak..padahal buat belajar anak sy yg SMP kls 8,padahal dpt tugas online dr sekolahnya...makasih kakak2 semua",2,Negatif,22,malam kakpunya sy g bs diinstal kakpadahal ajar anak sy smp kls dpt tugas online dr sekolahnyamakasih kakak
Love it so much 💗,5,Positif,5,love it so much
"Kenapa sekarang saya jadi susah buat buka aplikasi ruang guru,pas saya buka tapi balik lagi ke beranda hp, itu aplikasi ruang guru nya eror tolong diperbaiki, soalnya saya sudah beli paket ruang belajar plus Mohon 🙏🙏🙏 pihak ruang guru",1,Negatif,39,susah buka ruang gurupas buka beranda hp ruang guru eror tolong baik beli paket ruang ajar plus mohon ruang guru
